order,simulation,sch_method,chain lenght,found_distances
0,0,adaptive,10,1607.9303710890752
1,0,adaptive,10,1436.4244229472515
2,0,adaptive,10,1328.8272744022088
3,0,adaptive,10,1243.339161169425
4,0,adaptive,10,1190.8178604986922
5,0,adaptive,10,1104.8923636073428
6,0,adaptive,10,1106.253425238444
7,0,adaptive,10,1094.8731264996325
8,0,adaptive,10,1107.2547005601095
9,0,adaptive,10,1144.146139542253
10,0,adaptive,10,1228.5954032105278
11,0,adaptive,10,1177.7512246522854
12,0,adaptive,10,1070.2452091687603
13,0,adaptive,10,1051.8208143652914
14,0,adaptive,10,988.1732845059955
15,0,adaptive,10,958.1940299448326
16,0,adaptive,10,963.7628862771335
17,0,adaptive,10,1015.8572653974854
18,0,adaptive,10,1027.8969384149932
19,0,adaptive,10,1061.79988468046
20,0,adaptive,10,991.7026580010474
21,0,adaptive,10,1029.9805578745547
22,0,adaptive,10,1047.3015375851555
23,0,adaptive,10,1049.2216481679254
24,0,adaptive,10,1044.7124400475955
25,0,adaptive,10,1021.2147303516983
26,0,adaptive,10,1011.1540402075979
27,0,adaptive,10,989.5912193935274
28,0,adaptive,10,972.6987671777196
29,0,adaptive,10,962.2502274634145
30,0,adaptive,10,998.3842634103867
31,0,adaptive,10,960.8064317360378
32,0,adaptive,10,886.2933735503448
33,0,adaptive,10,913.506757158073
34,0,adaptive,10,896.3213458832623
35,0,adaptive,10,935.8849829718054
36,0,adaptive,10,932.7034863028478
37,0,adaptive,10,901.7508068403715
38,0,adaptive,10,915.2097382402585
39,0,adaptive,10,944.7130474183307
40,0,adaptive,10,875.1365681521507
41,0,adaptive,10,906.2509763388351
42,0,adaptive,10,906.9625208757521
43,0,adaptive,10,851.8831621039199
44,0,adaptive,10,887.8023059358861
45,0,adaptive,10,900.1988350151204
46,0,adaptive,10,914.6383083635715
47,0,adaptive,10,906.7790422954391
48,0,adaptive,10,894.0158061719056
49,0,adaptive,10,904.0354656246028
50,0,adaptive,10,888.2805123406337
51,0,adaptive,10,923.34378969499
52,0,adaptive,10,874.4863977324059
53,0,adaptive,10,858.0471026144661
54,0,adaptive,10,824.5849485526466
55,0,adaptive,10,803.5727350589337
56,0,adaptive,10,788.644729109547
57,0,adaptive,10,763.212704938819
58,0,adaptive,10,753.4505654040689
59,0,adaptive,10,756.8567414226056
60,0,adaptive,10,749.6474783876979
61,0,adaptive,10,744.1574764672223
62,0,adaptive,10,747.1515509484059
63,0,adaptive,10,729.3889108244575
64,0,adaptive,10,751.8906075474748
65,0,adaptive,10,747.2309516226858
66,0,adaptive,10,712.7341505962071
67,0,adaptive,10,704.6457960576784
68,0,adaptive,10,704.6798832700056
69,0,adaptive,10,707.4251878004219
70,0,adaptive,10,715.1366149350256
71,0,adaptive,10,716.7737215141053
72,0,adaptive,10,699.8903511301291
73,0,adaptive,10,697.6984190881955
74,0,adaptive,10,677.8481449543592
75,0,adaptive,10,662.2781815900385
76,0,adaptive,10,674.8134836212057
77,0,adaptive,10,671.6130999863794
78,0,adaptive,10,672.5373990860669
79,0,adaptive,10,682.1222748615246
80,0,adaptive,10,675.3405530356849
81,0,adaptive,10,675.3405530356849
82,0,adaptive,10,665.2449138706459
83,0,adaptive,10,659.4368850579444
84,0,adaptive,10,673.0289657457695
85,0,adaptive,10,641.8137077789871
86,0,adaptive,10,641.8137077789871
87,0,adaptive,10,652.4945737834761
88,0,adaptive,10,643.4070306331802
89,0,adaptive,10,615.8268473366003
90,0,adaptive,10,628.1438976386592
91,0,adaptive,10,634.8840333223271
92,0,adaptive,10,634.8257608894096
93,0,adaptive,10,635.6103955003574
94,0,adaptive,10,632.2217997182048
95,0,adaptive,10,622.1479117500805
96,0,adaptive,10,623.8875561388088
97,0,adaptive,10,607.5413380662301
98,0,adaptive,10,604.4506706461266
99,0,adaptive,10,602.6600032029387
100,0,adaptive,10,590.3783107736135
101,0,adaptive,10,590.3783107736135
102,0,adaptive,10,596.0923216988324
103,0,adaptive,10,597.0351788238315
104,0,adaptive,10,597.0351788238315
105,0,adaptive,10,584.5409751952916
106,0,adaptive,10,604.1028154374666
107,0,adaptive,10,604.1028154374666
108,0,adaptive,10,599.6296418439885
109,0,adaptive,10,607.5793169773988
110,0,adaptive,10,608.6804455030865
111,0,adaptive,10,608.6804455030865
112,0,adaptive,10,594.2297895876646
113,0,adaptive,10,593.9709414890956
114,0,adaptive,10,567.301730311554
115,0,adaptive,10,556.5384660011008
116,0,adaptive,10,558.1275455217122
117,0,adaptive,10,562.3279668971326
118,0,adaptive,10,568.5639362665323
119,0,adaptive,10,566.4219363435055
120,0,adaptive,10,567.1914146911619
121,0,adaptive,10,562.8808779554507
122,0,adaptive,10,562.9354394639403
123,0,adaptive,10,562.9354394639403
124,0,adaptive,10,562.9354394639403
125,0,adaptive,10,562.9354394639403
126,0,adaptive,10,562.9354394639403
127,0,adaptive,10,551.0454800334304
128,0,adaptive,10,547.6748561744215
129,0,adaptive,10,547.6748561744215
130,0,adaptive,10,544.0758148224562
131,0,adaptive,10,538.5035571184756
132,0,adaptive,10,538.5035571184756
133,0,adaptive,10,539.6026593532384
134,0,adaptive,10,539.6026593532384
135,0,adaptive,10,539.6026593532384
136,0,adaptive,10,539.7848467846621
137,0,adaptive,10,539.7848467846621
138,0,adaptive,10,547.6790889522173
139,0,adaptive,10,547.6790889522173
140,0,adaptive,10,547.6790889522173
141,0,adaptive,10,547.2155645461104
142,0,adaptive,10,545.4773242029695
143,0,adaptive,10,544.7078458553132
144,0,adaptive,10,544.7078458553132
145,0,adaptive,10,544.7078458553132
146,0,adaptive,10,548.0716398856149
147,0,adaptive,10,548.0716398856149
148,0,adaptive,10,540.903807688734
149,0,adaptive,10,540.903807688734
150,0,adaptive,10,534.9462979670016
151,0,adaptive,10,534.9462979670016
152,0,adaptive,10,530.015168196979
153,0,adaptive,10,530.015168196979
154,0,adaptive,10,526.7607658387917
155,0,adaptive,10,526.7607658387917
156,0,adaptive,10,530.2558414251378
