order,simulation,sch_method,chain lenght,found_distances
0,0,geometric,500,1697.3320162584469
1,0,geometric,500,1031.9945272921418
2,0,geometric,500,1032.6397672601527
3,0,geometric,500,1068.5045363834454
4,0,geometric,500,982.9559179080499
5,0,geometric,500,1098.9327253029355
6,0,geometric,500,860.4582210090023
7,0,geometric,500,942.0160254999505
8,0,geometric,500,1083.3744627396616
9,0,geometric,500,1076.8660603453777
10,0,geometric,500,1061.4031039833512
11,0,geometric,500,1031.3973073203967
12,0,geometric,500,1044.9307066708966
13,0,geometric,500,1060.7837593100994
14,0,geometric,500,1003.2028453268651
15,0,geometric,500,988.2677643383238
16,0,geometric,500,1017.3170337677035
17,0,geometric,500,936.3727978811231
18,0,geometric,500,1093.2825541546747
19,0,geometric,500,1048.0428538192282
20,0,geometric,500,1063.050751470924
21,0,geometric,500,950.4860333688389
22,0,geometric,500,1186.1613307331818
23,0,geometric,500,911.4060733073783
24,0,geometric,500,1009.7673782623499
25,0,geometric,500,895.8726111779579
26,0,geometric,500,1078.38818551618
27,0,geometric,500,956.4329251973656
28,0,geometric,500,967.0828816126548
29,0,geometric,500,955.1061665302209
30,0,geometric,500,1034.0504684735033
31,0,geometric,500,862.2297243967113
32,0,geometric,500,964.7094418325964
33,0,geometric,500,1060.2159927911787
34,0,geometric,500,900.7384720034701
35,0,geometric,500,955.8332173405759
36,0,geometric,500,895.1178932245497
37,0,geometric,500,1038.3502679052153
38,0,geometric,500,1027.930425723116
39,0,geometric,500,922.9693848081077
40,0,geometric,500,1009.6123960930393
41,0,geometric,500,1054.5026137947107
42,0,geometric,500,1043.8827675596617
43,0,geometric,500,950.9274909985418
44,0,geometric,500,935.9593991753903
45,0,geometric,500,969.0996857242396
46,0,geometric,500,940.926609931584
47,0,geometric,500,896.7261769613885
48,0,geometric,500,993.8407909467275
49,0,geometric,500,967.2500375658988
50,0,geometric,500,1017.3825004134592
51,0,geometric,500,967.5068094321919
52,0,geometric,500,918.7342134076662
53,0,geometric,500,905.2999838671328
54,0,geometric,500,961.735460106375
55,0,geometric,500,800.1202125382683
56,0,geometric,500,1025.1688704579205
57,0,geometric,500,1074.739625580854
58,0,geometric,500,881.9463152371159
59,0,geometric,500,968.2173724544525
60,0,geometric,500,1000.4903165771793
61,0,geometric,500,897.4193949073768
62,0,geometric,500,877.8493209497225
63,0,geometric,500,950.5958468703542
64,0,geometric,500,957.8150266531884
65,0,geometric,500,1007.7248590167412
66,0,geometric,500,910.0640897940389
67,0,geometric,500,926.6341787566993
68,0,geometric,500,965.8863122631676
69,0,geometric,500,1022.3909985114655
70,0,geometric,500,880.2943069712619
71,0,geometric,500,895.2201013762249
72,0,geometric,500,982.8951134659883
73,0,geometric,500,952.7055540119018
74,0,geometric,500,889.2406697519699
75,0,geometric,500,962.7702862985552
76,0,geometric,500,925.5048444858517
77,0,geometric,500,877.7021319062849
78,0,geometric,500,1009.7615175036657
79,0,geometric,500,914.8962691664354
80,0,geometric,500,942.7482636079884
81,0,geometric,500,986.7175535940594
82,0,geometric,500,914.853372176622
83,0,geometric,500,926.1556534048584
84,0,geometric,500,1004.8181996720784
85,0,geometric,500,910.7701471288314
86,0,geometric,500,917.6126680561667
87,0,geometric,500,923.078970343141
88,0,geometric,500,981.9310880385893
89,0,geometric,500,945.4180036500508
90,0,geometric,500,765.9759560207868
91,0,geometric,500,915.0207594376247
92,0,geometric,500,862.3620066083423
93,0,geometric,500,833.2901741856849
94,0,geometric,500,1015.6192022621464
95,0,geometric,500,958.5653511627286
