order,temperatur,simulation,sch_method,chain lenght,found_distances
0,15,10,geometric,500,1591.5578546440142
1,15,10,geometric,500,1208.3540505459007
2,15,10,geometric,500,1032.1609774497263
3,15,10,geometric,500,957.2032093922214
4,15,10,geometric,500,1059.0753539172301
5,15,10,geometric,500,1024.3529824201266
6,15,10,geometric,500,1142.2069438173032
7,15,10,geometric,500,1075.2035062270736
8,15,10,geometric,500,1065.9891492025006
9,15,10,geometric,500,1051.8401592645137
10,15,10,geometric,500,1059.8532917604955
11,15,10,geometric,500,1210.5591011332576
12,15,10,geometric,500,1108.5752831808595
13,15,10,geometric,500,1174.7492648475327
14,15,10,geometric,500,944.7325365296227
15,15,10,geometric,500,1081.0755150168661
16,15,10,geometric,500,1118.6735783927563
17,15,10,geometric,500,934.3063328757314
18,15,10,geometric,500,1074.0583495163432
19,15,10,geometric,500,962.7000353484685
20,15,10,geometric,500,1138.9019045370167
21,15,10,geometric,500,1074.301917019535
22,15,10,geometric,500,955.1802389868421
23,15,10,geometric,500,902.0618670881532
24,15,10,geometric,500,1042.7288961048694
25,15,10,geometric,500,1003.8211103568756
26,15,10,geometric,500,950.7658226967433
27,15,10,geometric,500,1217.9694197190902
28,15,10,geometric,500,923.4461127406862
29,15,10,geometric,500,955.2345868014698
30,15,10,geometric,500,964.1103766724062
31,15,10,geometric,500,951.9421226720528
32,15,10,geometric,500,909.2268713630922
33,15,10,geometric,500,942.1705408002141
34,15,10,geometric,500,896.1186308297897
35,15,10,geometric,500,1024.6266125875782
36,15,10,geometric,500,866.9294328217891
37,15,10,geometric,500,967.4100118265341
38,15,10,geometric,500,875.7659796077791
39,15,10,geometric,500,873.9057533409133
40,15,10,geometric,500,785.7837426819739
41,15,10,geometric,500,768.1551580040161
42,15,10,geometric,500,912.4171161779202
43,15,10,geometric,500,883.5405516532882
44,15,10,geometric,500,915.7959695188563
45,15,10,geometric,500,855.3563561626637
46,15,10,geometric,500,906.8101532270929
47,15,10,geometric,500,1035.6952755764478
48,15,10,geometric,500,1025.9300105147106
49,15,10,geometric,500,890.5370293480687
50,15,10,geometric,500,959.2293573770911
51,15,10,geometric,500,915.6578719973634
52,15,10,geometric,500,926.9533337011652
53,15,10,geometric,500,803.4957924641327
54,15,10,geometric,500,870.0515080362543
55,15,10,geometric,500,889.2689692510181
56,15,10,geometric,500,777.119422337375
57,15,10,geometric,500,766.4748842251345
58,15,10,geometric,500,833.4247587851128
59,15,10,geometric,500,785.9755227242456
60,15,10,geometric,500,890.3784221088699
61,15,10,geometric,500,851.5068824723451
62,15,10,geometric,500,794.795918182801
63,15,10,geometric,500,764.9149052696279
64,15,10,geometric,500,837.3297828390632
65,15,10,geometric,500,820.6355543415855
66,15,10,geometric,500,721.6346167083077
67,15,10,geometric,500,832.4609098788263
68,15,10,geometric,500,797.6110836295863
69,15,10,geometric,500,840.127152260146
70,15,10,geometric,500,850.8931160995385
71,15,10,geometric,500,832.1311349494133
72,15,10,geometric,500,803.5473746588543
73,15,10,geometric,500,721.9554973008969
74,15,10,geometric,500,747.7763903020419
75,15,10,geometric,500,771.1622645101908
76,15,10,geometric,500,747.5306514241954
77,15,10,geometric,500,764.840223906334
78,15,10,geometric,500,819.7198867955308
79,15,10,geometric,500,831.5161717904833
80,15,10,geometric,500,799.6513572417999
81,15,10,geometric,500,747.5985381088091
82,15,10,geometric,500,756.8015435357653
83,15,10,geometric,500,753.208510341562
84,15,10,geometric,500,707.7396080623979
85,15,10,geometric,500,695.7139610016937
86,15,10,geometric,500,727.9126697062243
87,15,10,geometric,500,708.2354569616292
88,15,10,geometric,500,697.4338951972005
89,15,10,geometric,500,640.4687029991618
90,15,10,geometric,500,647.123801910375
91,15,10,geometric,500,641.2190135547571
92,15,10,geometric,500,644.4825179234799
93,15,10,geometric,500,634.0163487385063
94,15,10,geometric,500,594.1543445930863
95,15,10,geometric,500,620.6711776107824
96,15,10,geometric,500,596.644443548122
97,15,10,geometric,500,633.7587885757011
98,15,10,geometric,500,604.7055401435326
99,15,10,geometric,500,642.3386741441333
100,15,10,geometric,500,768.0330571844387
101,15,10,geometric,500,655.930495206264
102,15,10,geometric,500,692.1351482969276
103,15,10,geometric,500,681.2757875153005
104,15,10,geometric,500,705.7098263785726
105,15,10,geometric,500,690.884304893536
106,15,10,geometric,500,712.2112236303617
107,15,10,geometric,500,660.5894198550957
108,15,10,geometric,500,668.9677839917642
109,15,10,geometric,500,643.5504029441129
110,15,10,geometric,500,637.4486225833471
111,15,10,geometric,500,660.4366020523341
112,15,10,geometric,500,611.8297708630985
113,15,10,geometric,500,625.7926995505733
114,15,10,geometric,500,572.8515942485992
115,15,10,geometric,500,595.596531838497
116,15,10,geometric,500,560.1970556475358
117,15,10,geometric,500,607.1300313728558
118,15,10,geometric,500,562.3960336901897
119,15,10,geometric,500,536.8603793114628
120,15,10,geometric,500,551.1325330855121
121,15,10,geometric,500,562.5007308322074
122,15,10,geometric,500,535.5089698773869
123,15,10,geometric,500,556.1574210667641
124,15,10,geometric,500,567.0960708908273
125,15,10,geometric,500,568.5685777863903
126,15,10,geometric,500,588.671516236814
127,15,10,geometric,500,603.8996833271007
128,15,10,geometric,500,582.9724430478306
129,15,10,geometric,500,568.2032660954853
130,15,10,geometric,500,580.8306548367749
131,15,10,geometric,500,559.4863040965176
132,15,10,geometric,500,578.3160902296263
133,15,10,geometric,500,617.20063029349
134,15,10,geometric,500,602.7150361513453
135,15,10,geometric,500,546.5180633720634
136,15,10,geometric,500,531.0416261474907
137,15,10,geometric,500,519.726406833548
138,15,10,geometric,500,511.26492272421234
139,15,10,geometric,500,503.5031892806131
140,15,10,geometric,500,578.9023712852639
141,15,10,geometric,500,605.1145587899781
142,15,10,geometric,500,547.6055626680671
143,15,10,geometric,500,545.3347904024781
144,15,10,geometric,500,525.3347697141406
145,15,10,geometric,500,511.7267275658181
146,15,10,geometric,500,511.45872540237474
147,15,10,geometric,500,500.63972129821383
148,15,10,geometric,500,493.87922141359644
149,15,10,geometric,500,500.10244033999777
