,sim,i,area
0,0,50,1.59324
1,0,69,1.5714599999999999
2,0,89,1.55694
3,0,109,1.5490199999999998
4,0,129,1.54242
5,0,149,1.53648
6,0,169,1.53186
7,0,189,1.52988
8,0,209,1.5279
9,0,229,1.52724
10,0,249,1.52592
11,0,269,1.5252599999999998
12,0,289,1.52328
13,0,309,1.52196
14,0,329,1.5213
15,0,349,1.5199799999999999
16,0,369,1.5193199999999998
17,0,388,1.51866
18,0,408,1.518
19,0,428,1.51668
20,0,448,1.51668
21,0,468,1.5153599999999998
22,0,488,1.5140399999999998
23,0,508,1.51338
24,0,528,1.51338
25,0,548,1.5127199999999998
26,0,568,1.5127199999999998
27,0,588,1.5127199999999998
28,0,608,1.5127199999999998
29,0,628,1.5127199999999998
30,0,648,1.5127199999999998
31,0,668,1.51206
32,0,688,1.51206
33,0,708,1.51206
34,0,727,1.51206
35,0,747,1.5114
36,0,767,1.51074
37,0,787,1.51074
38,0,807,1.51074
39,0,827,1.51074
40,0,847,1.51074
41,0,867,1.51074
42,0,887,1.51074
43,0,907,1.5100799999999999
44,0,927,1.5094199999999998
45,0,947,1.5094199999999998
46,0,967,1.5094199999999998
47,0,987,1.5094199999999998
48,0,1007,1.5094199999999998
49,0,1027,1.5094199999999998
50,0,1046,1.5094199999999998
51,0,1066,1.5094199999999998
52,0,1086,1.5094199999999998
53,0,1106,1.5094199999999998
54,0,1126,1.5094199999999998
55,0,1146,1.5094199999999998
56,0,1166,1.5094199999999998
57,0,1186,1.5094199999999998
58,0,1206,1.5094199999999998
59,0,1226,1.5094199999999998
60,0,1246,1.5094199999999998
61,0,1266,1.5094199999999998
62,0,1286,1.5094199999999998
63,0,1306,1.5094199999999998
64,0,1326,1.5094199999999998
65,0,1346,1.5094199999999998
66,0,1366,1.5094199999999998
67,0,1385,1.5094199999999998
68,0,1405,1.5094199999999998
69,0,1425,1.5094199999999998
70,0,1445,1.5094199999999998
71,0,1465,1.5094199999999998
72,0,1485,1.5094199999999998
73,0,1505,1.5094199999999998
74,0,1525,1.5094199999999998
75,0,1545,1.5094199999999998
76,0,1565,1.5094199999999998
77,0,1585,1.5094199999999998
78,0,1605,1.5094199999999998
79,0,1625,1.5094199999999998
80,0,1645,1.5094199999999998
81,0,1665,1.5094199999999998
82,0,1685,1.5094199999999998
83,0,1705,1.5094199999999998
84,0,1724,1.5094199999999998
85,0,1744,1.5094199999999998
86,0,1764,1.5094199999999998
87,0,1784,1.5094199999999998
