,sim,i,area
0,0,50,1.5655199999999998
1,0,69,1.5463799999999999
2,0,89,1.53186
3,0,109,1.52196
4,0,129,1.5153599999999998
5,0,149,1.5100799999999999
6,0,169,1.50612
7,0,189,1.5041399999999998
8,0,209,1.50216
9,0,229,1.50216
10,0,249,1.5001799999999998
11,0,269,1.49952
12,0,289,1.4982
13,0,309,1.4975399999999999
14,0,329,1.4975399999999999
15,0,349,1.4975399999999999
16,0,369,1.4975399999999999
17,0,388,1.4975399999999999
18,0,408,1.49622
19,0,428,1.49622
20,0,448,1.4949
21,0,468,1.4942399999999998
22,0,488,1.4942399999999998
23,0,508,1.4942399999999998
24,0,528,1.49358
25,0,548,1.49358
26,0,568,1.49358
27,0,588,1.49358
28,0,608,1.49226
29,0,628,1.4916
30,0,648,1.4916
31,0,668,1.4916
32,0,688,1.4916
33,0,708,1.4916
34,0,727,1.4916
35,0,747,1.4916
36,0,767,1.4916
37,0,787,1.4902799999999998
38,0,807,1.48962
39,0,827,1.4883
40,0,847,1.4883
41,0,867,1.4883
42,0,887,1.4883
43,0,907,1.4883
44,0,927,1.4883
45,0,947,1.4883
46,0,967,1.4883
47,0,987,1.4883
48,0,1007,1.4883
49,0,1027,1.4883
50,0,1046,1.4883
51,0,1066,1.4883
52,0,1086,1.4883
53,0,1106,1.4883
54,0,1126,1.4883
55,0,1146,1.4883
56,0,1166,1.4883
57,0,1186,1.4883
58,0,1206,1.4883
59,0,1226,1.4883
60,0,1246,1.4883
61,0,1266,1.4883
62,0,1286,1.4876399999999999
63,0,1306,1.4876399999999999
64,0,1326,1.4876399999999999
65,0,1346,1.4876399999999999
66,0,1366,1.4876399999999999
67,0,1385,1.4876399999999999
68,0,1405,1.4876399999999999
69,0,1425,1.4876399999999999
70,0,1445,1.4876399999999999
71,0,1465,1.4876399999999999
72,0,1485,1.4876399999999999
73,0,1505,1.4876399999999999
74,0,1525,1.4876399999999999
75,0,1545,1.4876399999999999
76,0,1565,1.4876399999999999
77,0,1585,1.4876399999999999
78,0,1605,1.4876399999999999
79,0,1625,1.4876399999999999
80,0,1645,1.4876399999999999
81,0,1665,1.4876399999999999
82,0,1685,1.4876399999999999
83,0,1705,1.4876399999999999
84,0,1724,1.4876399999999999
85,0,1744,1.4876399999999999
86,0,1764,1.4876399999999999
87,0,1784,1.4876399999999999
88,0,1804,1.4876399999999999
89,0,1824,1.4876399999999999
90,0,1844,1.4876399999999999
91,0,1864,1.4876399999999999
92,0,1884,1.4876399999999999
93,0,1904,1.4876399999999999
94,0,1924,1.4876399999999999
95,0,1944,1.4876399999999999
96,0,1964,1.4876399999999999
97,0,1984,1.4876399999999999
98,0,2004,1.4876399999999999
99,0,2024,1.4876399999999999
100,0,2043,1.4876399999999999
101,0,2063,1.4876399999999999
102,0,2083,1.4876399999999999
103,0,2103,1.4876399999999999
104,0,2123,1.4876399999999999
105,0,2143,1.4876399999999999
106,0,2163,1.4876399999999999
107,0,2183,1.4876399999999999
108,0,2203,1.4876399999999999
109,0,2223,1.4876399999999999
110,0,2243,1.4876399999999999
111,0,2263,1.4876399999999999
112,0,2283,1.4876399999999999
113,0,2303,1.4876399999999999
114,0,2323,1.4876399999999999
115,0,2343,1.4876399999999999
116,0,2363,1.4876399999999999
117,0,2382,1.4876399999999999
118,0,2402,1.4876399999999999
119,0,2422,1.4876399999999999
120,0,2442,1.4876399999999999
121,0,2462,1.4876399999999999
122,0,2482,1.4876399999999999
123,0,2502,1.4876399999999999
124,0,2522,1.4876399999999999
125,0,2542,1.4876399999999999
126,0,2562,1.4876399999999999
127,0,2582,1.4876399999999999
128,0,2602,1.4876399999999999
129,0,2622,1.4876399999999999
130,0,2642,1.4876399999999999
131,0,2662,1.4876399999999999
132,0,2682,1.4876399999999999
133,0,2702,1.4876399999999999
134,0,2721,1.4876399999999999
135,0,2741,1.4876399999999999
136,0,2761,1.4876399999999999
137,0,2781,1.4876399999999999
138,0,2801,1.4876399999999999
139,0,2821,1.4876399999999999
140,0,2841,1.4876399999999999
141,0,2861,1.4876399999999999
142,0,2881,1.4876399999999999
143,0,2901,1.4876399999999999
144,0,2921,1.4876399999999999
145,0,2941,1.48698
146,0,2961,1.48698
147,0,2981,1.48698
148,0,3001,1.48698
149,0,3021,1.48698
150,0,3040,1.48698
151,0,3060,1.48698
152,0,3080,1.48698
153,0,3100,1.48698
154,0,3120,1.48698
155,0,3140,1.48698
156,0,3160,1.48698
157,0,3180,1.48698
158,0,3200,1.48698
159,0,3220,1.48698
160,0,3240,1.48698
161,0,3260,1.48698
162,0,3280,1.48698
163,0,3300,1.48698
164,0,3320,1.48698
165,0,3340,1.48698
166,0,3360,1.48698
167,0,3379,1.48698
168,0,3399,1.48698
169,0,3419,1.48698
170,0,3439,1.48698
171,0,3459,1.48698
172,0,3479,1.48698
173,0,3499,1.48698
174,0,3519,1.48698
175,0,3539,1.48698
176,0,3559,1.48698
177,0,3579,1.48698
178,0,3599,1.48698
179,0,3619,1.48698
