,sim,i,area
0,0,50,1.59192
1,0,69,1.56486
2,0,89,1.55166
3,0,109,1.5411
4,0,129,1.53582
5,0,149,1.5325199999999999
6,0,169,1.5292199999999998
7,0,189,1.52856
8,0,209,1.52592
9,0,229,1.5252599999999998
10,0,249,1.52328
11,0,269,1.52196
12,0,289,1.5206399999999998
13,0,309,1.5206399999999998
14,0,329,1.5193199999999998
15,0,349,1.518
16,0,369,1.51602
17,0,388,1.5153599999999998
18,0,408,1.5140399999999998
19,0,428,1.5140399999999998
20,0,448,1.5140399999999998
21,0,468,1.5140399999999998
22,0,488,1.5140399999999998
23,0,508,1.5140399999999998
24,0,528,1.5140399999999998
25,0,548,1.51338
26,0,568,1.51338
27,0,588,1.51338
28,0,608,1.51338
29,0,628,1.51338
30,0,648,1.51338
31,0,668,1.51338
32,0,688,1.5127199999999998
33,0,708,1.5127199999999998
34,0,727,1.5127199999999998
35,0,747,1.5127199999999998
36,0,767,1.5127199999999998
37,0,787,1.5127199999999998
38,0,807,1.5127199999999998
39,0,827,1.5127199999999998
40,0,847,1.51206
41,0,867,1.51206
42,0,887,1.51206
43,0,907,1.51206
44,0,927,1.51206
45,0,947,1.5114
46,0,967,1.5114
47,0,987,1.5114
48,0,1007,1.5114
49,0,1027,1.5114
50,0,1046,1.5114
51,0,1066,1.5114
52,0,1086,1.5114
53,0,1106,1.5114
54,0,1126,1.5114
55,0,1146,1.5114
56,0,1166,1.5114
57,0,1186,1.51074
58,0,1206,1.51074
59,0,1226,1.51074
60,0,1246,1.51074
61,0,1266,1.51074
62,0,1286,1.51074
63,0,1306,1.51074
64,0,1326,1.51074
65,0,1346,1.5100799999999999
66,0,1366,1.5100799999999999
67,0,1385,1.5100799999999999
68,0,1405,1.5100799999999999
69,0,1425,1.5100799999999999
70,0,1445,1.5100799999999999
71,0,1465,1.5100799999999999
72,0,1485,1.5100799999999999
73,0,1505,1.5100799999999999
74,0,1525,1.5094199999999998
75,0,1545,1.5094199999999998
76,0,1565,1.5094199999999998
77,0,1585,1.5094199999999998
78,0,1605,1.5094199999999998
79,0,1625,1.5094199999999998
80,0,1645,1.5094199999999998
81,0,1665,1.5094199999999998
82,0,1685,1.5094199999999998
83,0,1705,1.5094199999999998
84,0,1724,1.5094199999999998
85,0,1744,1.5094199999999998
86,0,1764,1.5094199999999998
87,0,1784,1.5094199999999998
88,0,1804,1.5094199999999998
89,0,1824,1.5094199999999998
90,0,1844,1.5094199999999998
91,0,1864,1.5094199999999998
92,0,1884,1.5094199999999998
93,0,1904,1.5094199999999998
94,0,1924,1.5094199999999998
95,0,1944,1.5094199999999998
96,0,1964,1.5094199999999998
97,0,1984,1.5094199999999998
98,0,2004,1.5094199999999998
99,0,2024,1.5094199999999998
100,0,2043,1.5094199999999998
101,0,2063,1.5087599999999999
102,0,2083,1.5087599999999999
103,0,2103,1.5087599999999999
104,0,2123,1.5087599999999999
105,0,2143,1.5087599999999999
106,0,2163,1.5087599999999999
107,0,2183,1.5087599999999999
108,0,2203,1.5087599999999999
109,0,2223,1.5087599999999999
110,0,2243,1.5081
111,0,2263,1.5081
112,0,2283,1.5081
113,0,2303,1.5081
114,0,2323,1.5081
115,0,2343,1.5081
116,0,2363,1.5081
117,0,2382,1.5081
118,0,2402,1.5081
119,0,2422,1.5081
120,0,2442,1.5081
121,0,2462,1.5081
122,0,2482,1.5081
123,0,2502,1.5081
124,0,2522,1.5081
125,0,2542,1.5081
126,0,2562,1.5081
127,0,2582,1.5081
128,0,2602,1.5081
129,0,2622,1.5081
130,0,2642,1.5081
131,0,2662,1.5081
132,0,2682,1.5081
133,0,2702,1.5081
134,0,2721,1.5081
135,0,2741,1.5081
136,0,2761,1.5081
137,0,2781,1.5081
138,0,2801,1.5081
139,0,2821,1.5081
140,0,2841,1.5081
141,0,2861,1.5081
142,0,2881,1.5081
143,0,2901,1.5081
144,0,2921,1.5081
145,0,2941,1.5081
146,0,2961,1.5081
147,0,2981,1.5081
148,0,3001,1.5081
149,0,3021,1.5081
150,0,3040,1.5081
151,0,3060,1.5081
