,sim,i,area
0,0,50,1.5925799999999999
1,0,69,1.57278
2,0,89,1.5562799999999999
3,0,109,1.5457199999999998
4,0,129,1.5411
5,0,149,1.5338399999999999
6,0,169,1.5312
7,0,189,1.5292199999999998
8,0,209,1.52658
9,0,229,1.52658
10,0,249,1.5252599999999998
11,0,269,1.52328
12,0,289,1.5213
13,0,309,1.5213
14,0,329,1.5199799999999999
15,0,349,1.5199799999999999
16,0,369,1.5193199999999998
17,0,388,1.51866
18,0,408,1.51866
19,0,428,1.51866
20,0,448,1.518
21,0,468,1.51734
22,0,488,1.51668
23,0,508,1.51602
24,0,528,1.5140399999999998
25,0,548,1.51206
26,0,568,1.51206
27,0,588,1.51206
28,0,608,1.51206
29,0,628,1.51206
30,0,648,1.5114
31,0,668,1.51074
32,0,688,1.51074
33,0,708,1.51074
34,0,727,1.51074
35,0,747,1.51074
36,0,767,1.51074
37,0,787,1.51074
38,0,807,1.5100799999999999
39,0,827,1.5100799999999999
40,0,847,1.5100799999999999
41,0,867,1.5100799999999999
42,0,887,1.5100799999999999
43,0,907,1.5100799999999999
44,0,927,1.5100799999999999
45,0,947,1.5100799999999999
46,0,967,1.5100799999999999
47,0,987,1.5094199999999998
48,0,1007,1.5094199999999998
49,0,1027,1.5094199999999998
50,0,1046,1.5094199999999998
51,0,1066,1.5094199999999998
52,0,1086,1.5094199999999998
53,0,1106,1.5094199999999998
54,0,1126,1.5087599999999999
55,0,1146,1.5087599999999999
56,0,1166,1.5087599999999999
57,0,1186,1.5087599999999999
58,0,1206,1.5087599999999999
59,0,1226,1.5087599999999999
60,0,1246,1.5087599999999999
61,0,1266,1.5087599999999999
62,0,1286,1.5087599999999999
63,0,1306,1.5087599999999999
64,0,1326,1.5087599999999999
65,0,1346,1.5087599999999999
66,0,1366,1.5087599999999999
67,0,1385,1.5087599999999999
68,0,1405,1.5087599999999999
69,0,1425,1.5081
70,0,1445,1.50744
71,0,1465,1.50744
72,0,1485,1.50744
73,0,1505,1.50744
74,0,1525,1.50744
75,0,1545,1.50744
76,0,1565,1.50744
77,0,1585,1.50744
78,0,1605,1.50744
79,0,1625,1.50744
80,0,1645,1.50744
81,0,1665,1.50744
82,0,1685,1.50744
83,0,1705,1.50744
84,0,1724,1.50744
85,0,1744,1.50744
86,0,1764,1.50744
87,0,1784,1.50744
88,0,1804,1.50744
89,0,1824,1.50744
90,0,1844,1.50744
91,0,1864,1.50744
92,0,1884,1.50744
93,0,1904,1.50744
94,0,1924,1.50744
95,0,1944,1.50744
96,0,1964,1.50744
97,0,1984,1.50744
98,0,2004,1.50744
99,0,2024,1.50744
100,0,2043,1.50744
101,0,2063,1.50744
102,0,2083,1.50744
103,0,2103,1.50744
104,0,2123,1.50744
105,0,2143,1.50744
106,0,2163,1.50744
107,0,2183,1.50744
108,0,2203,1.50744
109,0,2223,1.50744
110,0,2243,1.50744
111,0,2263,1.50744
112,0,2283,1.50744
113,0,2303,1.50744
114,0,2323,1.50744
115,0,2343,1.50744
116,0,2363,1.50744
117,0,2382,1.50744
118,0,2402,1.50744
119,0,2422,1.50744
120,0,2442,1.50744
121,0,2462,1.50744
122,0,2482,1.50744
123,0,2502,1.50744
124,0,2522,1.50744
125,0,2542,1.50744
126,0,2562,1.50744
127,0,2582,1.50744
128,0,2602,1.50744
129,0,2622,1.50744
130,0,2642,1.50744
131,0,2662,1.50744
132,0,2682,1.50744
