,sim,i,area
0,0,50,1.6202999999999999
1,0,69,1.5958799999999997
2,0,89,1.57872
3,0,109,1.5707999999999998
4,0,129,1.56816
5,0,149,1.56486
6,0,169,1.5602399999999998
7,0,189,1.55694
8,0,209,1.5562799999999999
9,0,229,1.55496
10,0,249,1.55364
11,0,269,1.55364
12,0,289,1.55298
13,0,309,1.55298
14,0,329,1.55232
15,0,349,1.55232
16,0,369,1.551
17,0,388,1.551
18,0,408,1.54968
19,0,428,1.54968
20,0,448,1.5490199999999998
21,0,468,1.5490199999999998
22,0,488,1.5490199999999998
23,0,508,1.54836
24,0,528,1.5476999999999999
25,0,548,1.54704
26,0,568,1.54704
27,0,588,1.54704
28,0,608,1.5463799999999999
29,0,628,1.5463799999999999
30,0,648,1.5463799999999999
31,0,668,1.5457199999999998
32,0,688,1.5457199999999998
33,0,708,1.5457199999999998
34,0,727,1.5450599999999999
35,0,747,1.5450599999999999
36,0,767,1.5450599999999999
37,0,787,1.5450599999999999
38,0,807,1.5450599999999999
39,0,827,1.5450599999999999
40,0,847,1.5450599999999999
41,0,867,1.5450599999999999
42,0,887,1.5444
43,0,907,1.5444
44,0,927,1.5444
45,0,947,1.5444
46,0,967,1.5444
47,0,987,1.5444
48,0,1007,1.5444
49,0,1027,1.5444
50,0,1046,1.5444
51,0,1066,1.5444
52,0,1086,1.5444
53,0,1106,1.5444
54,0,1126,1.5444
55,0,1146,1.5444
56,0,1166,1.5444
57,0,1186,1.5444
58,0,1206,1.5444
59,0,1226,1.5444
60,0,1246,1.5444
61,0,1266,1.5444
62,0,1286,1.5444
63,0,1306,1.5444
64,0,1326,1.5444
65,0,1346,1.5444
66,0,1366,1.54374
67,0,1385,1.54374
68,0,1405,1.54374
69,0,1425,1.54374
70,0,1445,1.54374
71,0,1465,1.54374
72,0,1485,1.54374
73,0,1505,1.54374
74,0,1525,1.54374
75,0,1545,1.54374
76,0,1565,1.54374
77,0,1585,1.54374
78,0,1605,1.54374
79,0,1625,1.54374
80,0,1645,1.54374
81,0,1665,1.54374
82,0,1685,1.54374
83,0,1705,1.54374
84,0,1724,1.54374
85,0,1744,1.54374
86,0,1764,1.54374
87,0,1784,1.54374
88,0,1804,1.54374
89,0,1824,1.54374
90,0,1844,1.54374
91,0,1864,1.54374
92,0,1884,1.54374
93,0,1904,1.54308
94,0,1924,1.54308
95,0,1944,1.54308
96,0,1964,1.54308
97,0,1984,1.54308
98,0,2004,1.54308
99,0,2024,1.54308
100,0,2043,1.54308
101,0,2063,1.54308
102,0,2083,1.54308
103,0,2103,1.54308
104,0,2123,1.54308
105,0,2143,1.54308
106,0,2163,1.54308
107,0,2183,1.54308
108,0,2203,1.54308
109,0,2223,1.54308
110,0,2243,1.54308
111,0,2263,1.54242
112,0,2283,1.54242
113,0,2303,1.54242
114,0,2323,1.54242
115,0,2343,1.54242
116,0,2363,1.54242
117,0,2382,1.54242
118,0,2402,1.54242
119,0,2422,1.54242
120,0,2442,1.54242
121,0,2462,1.54242
122,0,2482,1.54242
123,0,2502,1.54242
124,0,2522,1.54242
125,0,2542,1.54242
126,0,2562,1.54242
127,0,2582,1.54242
128,0,2602,1.54242
129,0,2622,1.54242
130,0,2642,1.54242
131,0,2662,1.54242
132,0,2682,1.54242
133,0,2702,1.54242
134,0,2721,1.54242
135,0,2741,1.54242
136,0,2761,1.54242
137,0,2781,1.54176
138,0,2801,1.54176
139,0,2821,1.54176
140,0,2841,1.54176
141,0,2861,1.54176
142,0,2881,1.54176
143,0,2901,1.54176
144,0,2921,1.54176
145,0,2941,1.54176
146,0,2961,1.54176
147,0,2981,1.54176
148,0,3001,1.54176
149,0,3021,1.54176
150,0,3040,1.54176
151,0,3060,1.54176
152,0,3080,1.54176
153,0,3100,1.54176
154,0,3120,1.54176
155,0,3140,1.54176
156,0,3160,1.54176
157,0,3180,1.54176
158,0,3200,1.54176
159,0,3220,1.54176
160,0,3240,1.54176
161,0,3260,1.54176
162,0,3280,1.54176
163,0,3300,1.54176
164,0,3320,1.54176
165,0,3340,1.54176
166,0,3360,1.54176
167,0,3379,1.54176
168,0,3399,1.54176
169,0,3419,1.54176
170,0,3439,1.54176
171,0,3459,1.54176
172,0,3479,1.54176
173,0,3499,1.54176
174,0,3519,1.54176
175,0,3539,1.54176
176,0,3559,1.54176
177,0,3579,1.54176
178,0,3599,1.54176
179,0,3619,1.54176
180,0,3639,1.54176
181,0,3659,1.54176
182,0,3679,1.54176
183,0,3698,1.54176
184,0,3718,1.54176
185,0,3738,1.54176
186,0,3758,1.54176
187,0,3778,1.54176
188,0,3798,1.54176
189,0,3818,1.54176
190,0,3838,1.54176
191,0,3858,1.54176
192,0,3878,1.54176
193,0,3898,1.54176
194,0,3918,1.54176
195,0,3938,1.54176
196,0,3958,1.54176
197,0,3978,1.54176
198,0,3998,1.54176
199,0,4018,1.54176
200,0,4037,1.54176
201,0,4057,1.54176
202,0,4077,1.54176
203,0,4097,1.54176
204,0,4117,1.54176
205,0,4137,1.54176
206,0,4157,1.5411
207,0,4177,1.5411
208,0,4197,1.5411
209,0,4217,1.5411
210,0,4237,1.5411
211,0,4257,1.5411
212,0,4277,1.5411
213,0,4297,1.5411
214,0,4317,1.5411
215,0,4337,1.5411
216,0,4357,1.5411
217,0,4376,1.5411
218,0,4396,1.5411
219,0,4416,1.5411
220,0,4436,1.5411
221,0,4456,1.5411
222,0,4476,1.5411
223,0,4496,1.5411
224,0,4516,1.5411
225,0,4536,1.5411
226,0,4556,1.5411
227,0,4576,1.5411
228,0,4596,1.5411
229,0,4616,1.5411
230,0,4636,1.5411
231,0,4656,1.5411
232,0,4676,1.5404399999999998
233,0,4695,1.5404399999999998
234,0,4715,1.5404399999999998
235,0,4735,1.5404399999999998
236,0,4755,1.5404399999999998
237,0,4775,1.5404399999999998
238,0,4795,1.5404399999999998
239,0,4815,1.53978
240,0,4835,1.53978
241,0,4855,1.53978
242,0,4875,1.53978
243,0,4895,1.53978
244,0,4915,1.53978
245,0,4935,1.53978
246,0,4955,1.53978
247,0,4975,1.53978
248,0,4995,1.53978
249,0,5015,1.53978
250,0,5034,1.53978
251,0,5054,1.53978
252,0,5074,1.53978
253,0,5094,1.53978
254,0,5114,1.53978
255,0,5134,1.53978
256,0,5154,1.53978
257,0,5174,1.53978
258,0,5194,1.53978
259,0,5214,1.53978
260,0,5234,1.53978
261,0,5254,1.53978
262,0,5274,1.53978
263,0,5294,1.53978
264,0,5314,1.53978
265,0,5334,1.53978
266,0,5354,1.53978
267,0,5373,1.53978
268,0,5393,1.53978
269,0,5413,1.53978
270,0,5433,1.53978
271,0,5453,1.53978
272,0,5473,1.53978
273,0,5493,1.53978
274,0,5513,1.53978
275,0,5533,1.53978
276,0,5553,1.53978
277,0,5573,1.53978
278,0,5593,1.53978
279,0,5613,1.53978
280,0,5633,1.53978
281,0,5653,1.53978
282,0,5673,1.53978
283,0,5692,1.53978
284,0,5712,1.53978
285,0,5732,1.53978
286,0,5752,1.53978
287,0,5772,1.53978
288,0,5792,1.53978
289,0,5812,1.53978
290,0,5832,1.53978
291,0,5852,1.53978
292,0,5872,1.53978
293,0,5892,1.53978
294,0,5912,1.53978
295,0,5932,1.53978
296,0,5952,1.53978
297,0,5972,1.53978
298,0,5992,1.53978
299,0,6012,1.53978
300,0,6031,1.53978
301,0,6051,1.53978
302,0,6071,1.53978
303,0,6091,1.53978
304,0,6111,1.53978
305,0,6131,1.53978
306,0,6151,1.53978
307,0,6171,1.53978
308,0,6191,1.53978
309,0,6211,1.53978
310,0,6231,1.53978
311,0,6251,1.53978
312,0,6271,1.53978
313,0,6291,1.53978
314,0,6311,1.53978
315,0,6331,1.53978
316,0,6351,1.53978
317,0,6370,1.53978
318,0,6390,1.53978
319,0,6410,1.53978
320,0,6430,1.53978
321,0,6450,1.53978
322,0,6470,1.53978
323,0,6490,1.53978
324,0,6510,1.53978
325,0,6530,1.53978
326,0,6550,1.53978
327,0,6570,1.53978
328,0,6590,1.53978
329,0,6610,1.53978
330,0,6630,1.53978
331,0,6650,1.53978
332,0,6670,1.53978
333,0,6689,1.53978
334,0,6709,1.53978
335,0,6729,1.53978
336,0,6749,1.53978
337,0,6769,1.53978
338,0,6789,1.53978
339,0,6809,1.53978
340,0,6829,1.53978
341,0,6849,1.53978
342,0,6869,1.53978
343,0,6889,1.53978
344,0,6909,1.53978
345,0,6929,1.53978
346,0,6949,1.53978
347,0,6969,1.53978
348,0,6989,1.53978
349,0,7009,1.53978
350,0,7028,1.53978
351,0,7048,1.53978
352,0,7068,1.53978
353,0,7088,1.53978
354,0,7108,1.53978
355,0,7128,1.53978
356,0,7148,1.53978
357,0,7168,1.53978
358,0,7188,1.53978
359,0,7208,1.53978
360,0,7228,1.53978
361,0,7248,1.53978
362,0,7268,1.53978
363,0,7288,1.53978
364,0,7308,1.53978
365,0,7328,1.53978
366,0,7347,1.53978
367,0,7367,1.53978
368,0,7387,1.53978
369,0,7407,1.53978
370,0,7427,1.53978
371,0,7447,1.53978
372,0,7467,1.53978
373,0,7487,1.53978
374,0,7507,1.53978
375,0,7527,1.53978
376,0,7547,1.53978
377,0,7567,1.53978
378,0,7587,1.53978
379,0,7607,1.53978
380,0,7627,1.53978
381,0,7647,1.53978
382,0,7667,1.53978
383,0,7686,1.53978
384,0,7706,1.53978
385,0,7726,1.53978
386,0,7746,1.53978
387,0,7766,1.53978
388,0,7786,1.53978
389,0,7806,1.53978
390,0,7826,1.53978
391,0,7846,1.53978
392,0,7866,1.53978
393,0,7886,1.53978
394,0,7906,1.53978
395,0,7926,1.53978
396,0,7946,1.53978
397,0,7966,1.53978
398,0,7986,1.53978
399,0,8006,1.53978
400,0,8025,1.53978
401,0,8045,1.53978
402,0,8065,1.53978
403,0,8085,1.53978
404,0,8105,1.53978
405,0,8125,1.53978
406,0,8145,1.53978
407,0,8165,1.53978
408,0,8185,1.53978
409,0,8205,1.53978
410,0,8225,1.53978
411,0,8245,1.53978
412,0,8265,1.53978
413,0,8285,1.53978
414,0,8305,1.53978
415,0,8325,1.53978
416,0,8344,1.53978
417,0,8364,1.53978
418,0,8384,1.53978
419,0,8404,1.53978
420,0,8424,1.53978
421,0,8444,1.53978
422,0,8464,1.53978
423,0,8484,1.53978
424,0,8504,1.53978
425,0,8524,1.53978
426,0,8544,1.53978
427,0,8564,1.53978
428,0,8584,1.53978
429,0,8604,1.53978
430,0,8624,1.53978
431,0,8644,1.53978
432,0,8664,1.53978
433,0,8683,1.53978
434,0,8703,1.53978
435,0,8723,1.53978
436,0,8743,1.53978
437,0,8763,1.53978
438,0,8783,1.53978
439,0,8803,1.53978
440,0,8823,1.53978
441,0,8843,1.53978
442,0,8863,1.53978
443,0,8883,1.53978
444,0,8903,1.53978
445,0,8923,1.53978
446,0,8943,1.53978
447,0,8963,1.53978
448,0,8983,1.53978
449,0,9003,1.53978
450,0,9022,1.53978
451,0,9042,1.53978
452,0,9062,1.53978
453,0,9082,1.53978
454,0,9102,1.53978
455,0,9122,1.53978
456,0,9142,1.53978
457,0,9162,1.53978
458,0,9182,1.53978
