order,simulation,sch_method,chain lenght,found_distances
0,5,geometric,100,33736.4497265114
1,5,geometric,100,25360.64676879657
2,5,geometric,100,22687.837439971074
3,5,geometric,100,20111.862483021276
4,5,geometric,100,18722.86163392972
5,5,geometric,100,17655.65470205492
6,5,geometric,100,17061.681104340354
7,5,geometric,100,16261.448996031888
8,5,geometric,100,15551.847804844874
9,5,geometric,100,14921.986263041197
10,5,geometric,100,14791.335955022985
11,5,geometric,100,14326.479151755288
12,5,geometric,100,14214.18440809169
13,5,geometric,100,13708.928120438597
14,5,geometric,100,13601.140148541048
15,5,geometric,100,13268.964525017545
16,5,geometric,100,13040.561390179178
17,5,geometric,100,13306.480873234195
18,5,geometric,100,13094.767184614127
19,5,geometric,100,12870.096531283922
20,5,geometric,100,12663.626878786119
21,5,geometric,100,12594.377766710204
22,5,geometric,100,12674.928929069145
23,5,geometric,100,12546.011951173135
24,5,geometric,100,12506.447431447607
25,5,geometric,100,12479.789725425077
26,5,geometric,100,12121.94288142375
27,5,geometric,100,12391.158581164938
28,5,geometric,100,12561.49905832384
29,5,geometric,100,12528.008328805132
30,5,geometric,100,12597.062651741862
31,5,geometric,100,12926.904292039537
32,5,geometric,100,12617.616887258564
33,5,geometric,100,12780.745006202013
34,5,geometric,100,12917.170632897465
35,5,geometric,100,12645.723105559526
36,5,geometric,100,12818.521498473236
37,5,geometric,100,12587.471951498143
38,5,geometric,100,12520.560907610396
39,5,geometric,100,12222.813884846799
40,5,geometric,100,12456.89386664221
41,5,geometric,100,12452.33824717053
42,5,geometric,100,12196.488560765936
43,5,geometric,100,12018.40869208712
44,5,geometric,100,12012.865622483043
45,5,geometric,100,12104.90049848922
46,5,geometric,100,11931.812420614797
47,5,geometric,100,11869.021906431904
48,5,geometric,100,11758.551803234142
49,5,geometric,100,11418.19768546216
50,5,geometric,100,11369.885333305872
51,5,geometric,100,11201.129587841904
52,5,geometric,100,11068.029006444018
53,5,geometric,100,10974.786540733488
54,5,geometric,100,10772.048789596653
55,5,geometric,100,10729.78568847061
56,5,geometric,100,10940.887114668365
57,5,geometric,100,10683.400101646448
58,5,geometric,100,10491.66860813402
59,5,geometric,100,10733.715816950176
60,5,geometric,100,10529.904417382826
61,5,geometric,100,10650.916405493432
62,5,geometric,100,10442.119376169356
63,5,geometric,100,10284.127100557676
64,5,geometric,100,10083.926348978564
65,5,geometric,100,9745.748782309576
66,5,geometric,100,9624.5905469006
67,5,geometric,100,9689.116320375135
68,5,geometric,100,10153.157911934391
69,5,geometric,100,10113.758827015798
70,5,geometric,100,10072.275340265798
71,5,geometric,100,10206.179886062748
72,5,geometric,100,10167.757015386476
73,5,geometric,100,10150.264861379423
74,5,geometric,100,9880.634948181234
75,5,geometric,100,9896.643946023383
76,5,geometric,100,9678.35465721454
77,5,geometric,100,9647.93726069432
78,5,geometric,100,9767.249737597935
79,5,geometric,100,9723.1498843319
80,5,geometric,100,9656.665121275226
81,5,geometric,100,9413.956990338678
82,5,geometric,100,9280.997678477488
83,5,geometric,100,9296.592290733644
