order,simulation,sch_method,chain lenght,found_distances
0,0,linear,2000,34714.42422868512
1,0,linear,2000,13725.62794893477
2,0,linear,2000,13712.887315412212
3,0,linear,2000,14122.498485772474
4,0,linear,2000,13989.26807115547
5,0,linear,2000,14459.243623011813
6,0,linear,2000,13644.098797220979
7,0,linear,2000,13454.905315902439
8,0,linear,2000,13588.769289590926
9,0,linear,2000,13642.786521646432
10,0,linear,2000,13808.95345239263
11,0,linear,2000,14263.255875806493
12,0,linear,2000,13765.379572986762
13,0,linear,2000,12718.81250348168
14,0,linear,2000,13303.548279897484
15,0,linear,2000,13984.153805883645
16,0,linear,2000,14353.159290585987
17,0,linear,2000,13524.051646185124
18,0,linear,2000,14173.00509232918
19,0,linear,2000,14465.275526487501
20,0,linear,2000,13561.74612399875
21,0,linear,2000,14357.416639858355
22,0,linear,2000,14195.073809217261
23,0,linear,2000,14014.058302713425
24,0,linear,2000,13443.976842895183
25,0,linear,2000,13453.147720028086
26,0,linear,2000,12942.718600835708
27,0,linear,2000,13718.410472983538
28,0,linear,2000,13017.889385849421
29,0,linear,2000,13457.067901752873
30,0,linear,2000,13491.41007730773
31,0,linear,2000,12893.390211718854
32,0,linear,2000,13502.491272441657
33,0,linear,2000,13399.573042811387
34,0,linear,2000,13524.988107030074
35,0,linear,2000,13254.937631494277
36,0,linear,2000,12989.049620427755
37,0,linear,2000,13360.819848627043
38,0,linear,2000,12843.35649846749
39,0,linear,2000,13181.716785250708
40,0,linear,2000,13611.010469143137
41,0,linear,2000,14300.933963765414
42,0,linear,2000,13591.895889958303
43,0,linear,2000,13533.884412552166
44,0,linear,2000,13176.10957309991
45,0,linear,2000,13511.419841249965
46,0,linear,2000,12965.736000440578
47,0,linear,2000,13737.499030131994
48,0,linear,2000,13276.681847785521
49,0,linear,2000,13056.45849019281
50,0,linear,2000,13050.11678670992
51,0,linear,2000,13160.270218325324
52,0,linear,2000,13740.216471102132
53,0,linear,2000,13882.605255625162
54,0,linear,2000,13038.997784522466
55,0,linear,2000,12682.772086405475
56,0,linear,2000,13091.810336003511
57,0,linear,2000,13942.609846602123
58,0,linear,2000,13790.591931086203
59,0,linear,2000,13682.553014493958
60,0,linear,2000,13296.429396841791
61,0,linear,2000,14138.637141862524
62,0,linear,2000,13769.432453096735
63,0,linear,2000,13941.098889402558
64,0,linear,2000,13037.66411632605
65,0,linear,2000,13703.555009315758
66,0,linear,2000,13377.782490554882
67,0,linear,2000,13963.576113111529
68,0,linear,2000,13277.757899817872
69,0,linear,2000,13557.809570174113
70,0,linear,2000,12884.795213832927
71,0,linear,2000,13630.252985510175
72,0,linear,2000,12973.774625570619
73,0,linear,2000,14043.668930730262
74,0,linear,2000,13057.006642799774
75,0,linear,2000,13141.670313411836
76,0,linear,2000,13200.808944100505
77,0,linear,2000,12676.408532750484
78,0,linear,2000,13009.976981363303
79,0,linear,2000,12755.464225202748
80,0,linear,2000,13520.755450212144
81,0,linear,2000,14002.000773332791
82,0,linear,2000,12801.101949385886
83,0,linear,2000,12404.654864708233
84,0,linear,2000,13379.93803545795
85,0,linear,2000,14020.596828792079
86,0,linear,2000,13655.220359764056
87,0,linear,2000,13233.856966271067
88,0,linear,2000,13892.049018361666
89,0,linear,2000,13899.050015177576
90,0,linear,2000,13468.755916853208
91,0,linear,2000,13902.802523687675
92,0,linear,2000,13344.396601063334
93,0,linear,2000,13521.007760545159
94,0,linear,2000,12152.719027657693
95,0,linear,2000,12488.079117789335
96,0,linear,2000,13284.67791016213
97,0,linear,2000,13005.726225828934
98,0,linear,2000,13056.840755002491
99,0,linear,2000,13401.2170593964
100,0,linear,2000,14070.57925427151
101,0,linear,2000,13290.259069031446
102,0,linear,2000,13131.193490562751
103,0,linear,2000,14083.12663038756
104,0,linear,2000,13340.804268894322
105,0,linear,2000,12199.888436533845
106,0,linear,2000,12889.831422215644
107,0,linear,2000,13506.040830279095
108,0,linear,2000,13687.83664598699
109,0,linear,2000,12190.832384222129
110,0,linear,2000,13421.31016569011
111,0,linear,2000,13269.651997294199
112,0,linear,2000,12825.039901084165
113,0,linear,2000,13422.640601838255
114,0,linear,2000,13123.768840419281
115,0,linear,2000,11881.752346329418
116,0,linear,2000,13643.99811059256
117,0,linear,2000,12084.531851703534
118,0,linear,2000,12529.458988092629
119,0,linear,2000,12747.769726342833
120,0,linear,2000,12505.042023507058
121,0,linear,2000,12692.157047253679
122,0,linear,2000,13443.490913728427
123,0,linear,2000,12856.274737075746
124,0,linear,2000,13287.00329807108
125,0,linear,2000,13357.068218886034
126,0,linear,2000,12837.693650438267
127,0,linear,2000,13353.420164295669
128,0,linear,2000,13089.085077270083
129,0,linear,2000,13066.87389449958
130,0,linear,2000,13853.259736452783
131,0,linear,2000,12883.401963505796
132,0,linear,2000,13042.411979520959
133,0,linear,2000,13200.37335389286
134,0,linear,2000,12849.785644918478
135,0,linear,2000,12894.547940374387
136,0,linear,2000,12649.342532817753
137,0,linear,2000,12620.539977096729
138,0,linear,2000,13537.417780244084
139,0,linear,2000,13990.405438744763
140,0,linear,2000,13231.799289477494
141,0,linear,2000,12988.635109767289
142,0,linear,2000,12761.054477027403
143,0,linear,2000,13083.862513270513
144,0,linear,2000,12683.694532058053
145,0,linear,2000,13122.943265201302
146,0,linear,2000,13900.681652153538
147,0,linear,2000,12667.251234832262
148,0,linear,2000,13161.821629991035
149,0,linear,2000,12498.963047227639
150,0,linear,2000,12570.091710219976
151,0,linear,2000,13275.289857499112
152,0,linear,2000,13404.35841908245
153,0,linear,2000,12573.736377783584
154,0,linear,2000,13024.225038779015
155,0,linear,2000,13252.045333152042
156,0,linear,2000,12321.089830087018
157,0,linear,2000,12767.906577553278
158,0,linear,2000,13270.080159236775
159,0,linear,2000,12979.853837172588
160,0,linear,2000,12700.16875182776
161,0,linear,2000,12958.838078998291
162,0,linear,2000,12062.86083667068
163,0,linear,2000,12279.565393390076
164,0,linear,2000,12514.12186673984
165,0,linear,2000,13061.92026644548
166,0,linear,2000,12262.433209682593
167,0,linear,2000,13001.982950878351
168,0,linear,2000,13054.637976410688
169,0,linear,2000,12867.018457195616
170,0,linear,2000,13067.919585903608
171,0,linear,2000,12429.033605630571
172,0,linear,2000,12778.101933770593
173,0,linear,2000,12596.853793316599
174,0,linear,2000,12997.673157583224
175,0,linear,2000,12826.154454720792
176,0,linear,2000,12399.653466578222
177,0,linear,2000,12483.957607636132
178,0,linear,2000,11679.884613495151
