order,simulation,sch_method,chain lenght,found_distances
0,0,geometric,500,34149.6465270079
1,0,geometric,500,19278.5453082997
2,0,geometric,500,15766.056571993284
3,0,geometric,500,14067.6005118417
4,0,geometric,500,12802.065265291994
5,0,geometric,500,13723.896601008688
6,0,geometric,500,13713.223807274904
7,0,geometric,500,14357.798044895053
8,0,geometric,500,13981.033168145106
9,0,geometric,500,14188.603075805724
10,0,geometric,500,13529.259212827275
11,0,geometric,500,13396.223974662735
12,0,geometric,500,12832.058716182397
13,0,geometric,500,12934.668175998211
14,0,geometric,500,12792.730609650578
15,0,geometric,500,13334.760436276161
16,0,geometric,500,13305.516273882
17,0,geometric,500,12947.398351477479
18,0,geometric,500,13423.217922980184
19,0,geometric,500,12968.124514498702
20,0,geometric,500,12668.867712130728
21,0,geometric,500,12901.42305604356
22,0,geometric,500,13573.292336416294
23,0,geometric,500,13320.328604699782
24,0,geometric,500,12911.801248186903
25,0,geometric,500,13022.4969736676
26,0,geometric,500,12272.026549308157
27,0,geometric,500,12187.026921536555
28,0,geometric,500,11966.349166016595
29,0,geometric,500,11744.5742720671
30,0,geometric,500,11730.073806228243
31,0,geometric,500,12002.943271270477
32,0,geometric,500,12453.946509418818
33,0,geometric,500,12306.583679341205
34,0,geometric,500,11484.346591591935
35,0,geometric,500,11651.283186570425
36,0,geometric,500,11558.693831534045
37,0,geometric,500,11350.626986256028
38,0,geometric,500,11487.933610138254
39,0,geometric,500,11349.012307670026
40,0,geometric,500,11373.1510654982
41,0,geometric,500,10748.151929754837
42,0,geometric,500,10950.469746018955
43,0,geometric,500,11036.819409366339
44,0,geometric,500,11177.060707036613
45,0,geometric,500,10977.82068233272
46,0,geometric,500,10682.290476863778
47,0,geometric,500,11052.832057625714
48,0,geometric,500,10851.04026417363
49,0,geometric,500,10874.046979826177
50,0,geometric,500,10773.721580396337
51,0,geometric,500,11102.950072487669
52,0,geometric,500,10821.3836042548
53,0,geometric,500,10705.311933228822
54,0,geometric,500,10715.752497732052
55,0,geometric,500,10825.909952408298
56,0,geometric,500,10482.374973464637
57,0,geometric,500,10796.64594962158
58,0,geometric,500,11025.143501802013
59,0,geometric,500,11149.560373882265
60,0,geometric,500,10826.146208194858
61,0,geometric,500,11298.994373081177
62,0,geometric,500,10837.832928935433
63,0,geometric,500,10392.657757610259
64,0,geometric,500,10006.896138752263
65,0,geometric,500,9739.793172097316
66,0,geometric,500,9980.154709045159
67,0,geometric,500,9100.449613653898
68,0,geometric,500,9513.201824571084
69,0,geometric,500,9319.262428522192
70,0,geometric,500,9451.521453382691
71,0,geometric,500,9647.218473906567
72,0,geometric,500,9889.308748956333
73,0,geometric,500,9579.394129355056
74,0,geometric,500,9472.328884935148
75,0,geometric,500,9571.325103697685
76,0,geometric,500,9472.012097424687
77,0,geometric,500,9426.428808732735
78,0,geometric,500,8898.202777833076
79,0,geometric,500,9035.692007723634
80,0,geometric,500,8930.647908010133
81,0,geometric,500,9091.352350422212
82,0,geometric,500,9195.654506398641
83,0,geometric,500,9128.56017575033
84,0,geometric,500,8863.523862078433
85,0,geometric,500,8911.642371066144
86,0,geometric,500,8817.662487587277
87,0,geometric,500,8603.519103664214
88,0,geometric,500,9004.177473040278
89,0,geometric,500,9310.881888514865
90,0,geometric,500,8989.301097488604
91,0,geometric,500,9210.148985334188
92,0,geometric,500,8814.037036020443
