,order,Chain length,T
0,0,500,45.0
1,1,500,45.0
2,2,500,45.0
3,3,500,45.0
4,4,500,45.0
5,5,500,45.0
6,6,500,43.737075178347
7,7,500,42.06985092574831
8,8,500,40.903466992789085
9,9,500,40.903466992789085
10,10,500,40.38951650965026
11,11,500,40.18061673746959
12,12,500,38.635706241101204
13,13,500,36.95371428868348
14,14,500,36.95371428868348
15,15,500,36.95371428868348
16,16,500,36.95371428868348
17,17,500,36.95371428868348
18,18,500,35.598267730311065
19,19,500,33.247373725111615
20,20,500,30.363274469110227
21,21,500,30.363274469110227
22,22,500,30.363274469110227
23,23,500,28.903850178580907
24,24,500,28.903850178580907
25,25,500,28.193054097494
26,26,500,28.193054097494
27,27,500,27.959300027513667
28,28,500,27.85980164028484
29,29,500,26.854672936378517
30,30,500,26.854672936378517
31,31,500,26.47880921142014
32,32,500,26.47880921142014
33,33,500,26.47880921142014
34,34,500,23.9335803031796
35,35,500,21.983887026210784
36,36,500,20.875255409030125
37,37,500,20.116108203287855
38,38,500,19.391919993099062
39,39,500,18.96482152834191
40,40,500,18.86204164140864
41,41,500,18.842066814636393
42,42,500,18.842066814636393
43,43,500,18.793099438552797
44,44,500,18.793099438552797
45,45,500,18.793099438552797
46,46,500,18.49809583289452
47,47,500,18.49809583289452
48,48,500,18.49809583289452
49,49,500,18.411566943037045
50,50,500,18.411566943037045
51,51,500,18.042988214194146
52,52,500,17.73241019966398
53,53,500,17.41311270662286
54,54,500,17.019185196305536
55,55,500,16.862131380634
56,56,500,16.862131380634
57,57,500,16.249399490995188
58,58,500,15.676144250257366
59,59,500,15.338136600040695
60,60,500,15.338136600040695
61,61,500,15.338136600040695
62,62,500,15.338136600040695
63,63,500,15.287943880084432
64,64,500,15.287943880084432
65,65,500,15.287943880084432
66,66,500,14.979827293012063
67,67,500,14.979827293012063
68,68,500,14.962322349932764
69,69,500,14.962322349932764
70,70,500,14.957262693897894
71,71,500,14.718427350271996
72,72,500,14.510491774684635
73,73,500,14.255927673750138
74,74,500,13.542852110317298
75,75,500,13.04838567642766
76,76,500,12.67048483299883
77,77,500,12.61988146806215
78,78,500,12.61988146806215
79,79,500,12.61988146806215
80,80,500,12.61988146806215
81,81,500,12.61988146806215
82,82,500,12.61988146806215
83,83,500,12.61988146806215
84,84,500,12.519398324773563
85,85,500,12.342245576874213
86,86,500,12.113994686976502
87,87,500,12.113994686976502
88,88,500,12.113994686976502
89,89,500,11.958240633242298
90,90,500,11.958240633242298
91,91,500,11.958240633242298
92,92,500,11.68753829333573
93,93,500,11.645855271322269
94,94,500,11.413570626259725
95,95,500,11.4095647398282
96,96,500,11.244227934937527
97,97,500,11.244227934937527
98,98,500,11.244227934937527
99,99,500,11.219557064702126
100,100,500,11.219557064702126
101,101,500,11.219557064702126
102,102,500,11.219557064702126
103,103,500,11.219557064702126
104,104,500,10.91688955984801
105,105,500,10.70455020121645
106,106,500,10.317890445514447
107,107,500,9.924441918426208
108,108,500,9.600564345775155
109,109,500,9.24256143439424
110,110,500,8.932587055192634
111,111,500,8.70227980737942
112,112,500,8.665480356645197
113,113,500,8.665480356645197
114,114,500,8.665480356645197
115,115,500,8.665480356645197
116,116,500,8.665480356645197
117,117,500,8.664180620015518
118,118,500,8.663519848632667
119,119,500,8.663519848632667
120,120,500,8.625317452668124
121,121,500,8.34773297036036
122,122,500,8.069777252929873
123,123,500,8.069777252929873
124,124,500,8.069777252929873
125,125,500,8.036748282731608
126,126,500,8.016852120649748
127,127,500,8.016852120649748
128,128,500,8.016852120649748
129,129,500,8.016852120649748
130,130,500,7.9719684905169785
131,131,500,7.9719684905169785
132,132,500,7.9719684905169785
133,133,500,7.953509857534712
134,134,500,7.953509857534712
135,135,500,7.953509857534712
136,136,500,7.953509857534712
137,137,500,7.953509857534712
138,138,500,7.953509857534712
139,139,500,7.844998199782185
140,140,500,7.844998199782185
141,141,500,7.774237753957204
142,142,500,7.774237753957204
143,143,500,7.747652008142789
144,144,500,7.747652008142789
145,145,500,7.747652008142789
146,146,500,7.717658617155211
147,147,500,7.717658617155211
148,148,500,7.698033016148339
149,149,500,7.548937875956691
150,150,500,7.548937875956691
151,151,500,7.548937875956691
152,152,500,7.507032721650575
153,153,500,7.505420651335065
154,154,500,7.505420651335065
155,155,500,7.4404912437537725
156,156,500,7.397725309086551
157,157,500,7.3772787626622245
158,158,500,7.363833707012032
159,159,500,7.363833707012032
160,160,500,7.337930763785113
161,161,500,7.337930763785113
162,162,500,7.3168922158819445
163,163,500,7.3168922158819445
164,164,500,7.3168922158819445
165,165,500,7.3168922158819445
166,166,500,7.3168922158819445
167,167,500,7.3168922158819445
168,168,500,7.269947569994784
169,169,500,7.202918769894807
170,170,500,7.202918769894807
171,171,500,7.202918769894807
172,172,500,7.200463380936021
173,173,500,7.133545176163592
174,174,500,7.133545176163592
175,175,500,7.133545176163592
176,176,500,7.133545176163592
177,177,500,7.128098497299647
178,178,500,7.128098497299647
179,179,500,7.011548742024454
180,180,500,6.959914002112046
181,181,500,6.916439147661607
182,182,500,6.864118410304579
183,183,500,6.686070874059899
184,184,500,6.541131114707108
185,185,500,6.344888888780194
186,186,500,6.130570695135391
187,187,500,5.975078211266027
188,188,500,5.7377080907931175
189,189,500,5.535358026352454
190,190,500,5.25228305775209
191,191,500,5.120428770612076
192,192,500,5.052687757135177
193,193,500,5.006607624005687
194,194,500,5.006607624005687
195,195,500,5.006607624005687
196,196,500,5.006607624005687
197,197,500,5.006607624005687
198,198,500,4.9649874097602655
199,199,500,4.935891143015042
200,200,500,4.903645773167224
201,201,500,4.830281876129293
202,202,500,4.812426455604181
203,203,500,4.768469819249604
204,204,500,4.738108263449408
205,205,500,4.734208183915091
